Station ID,Functional Class,Lat/Long,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"289-0241",5R : Rural Major Collector,"32.622239, -83.349080",2019,460,Estimated,,,,,0.1905,0.5,580,Short Term
"289-0242",5R : Rural Major Collector,"32.627412, -83.353279",2019,610,Estimated,,,,,0.1753,0.8,760,Short Term
"289-0243",5R : Rural Major Collector,"32.608314, -83.319015",2019,390,Actual,25,11,0,0.254,0.1094,0.51,510,Short Term
"289-0245",5R : Rural Major Collector,"32.629382, -83.335385",2019,410,Actual,34,7,1.232,0,0.1133,0.65,550,Short Term
"289-0249",5R : Rural Major Collector,"32.687784, -83.342888",2019,890,Estimated,,,,,,,1120,Short Term
"289-0251",5R : Rural Major Collector,"32.532788, -83.339194",2019,190,Estimated,,,,,0.1282,0.5,240,Short Term
"289-7623",5R : Rural Major Collector,"32.803919, -83.492709",2019,550,Estimated,,,,,0.1022,0.8,700,Short Term
"289-8003",7R : Rural Local,"32.737110, -83.523280",2019,50,Estimated,,,,,,,60,Short Term
"289-8007",7R : Rural Local,"32.627560, -83.335369",2019,130,Estimated,,,,,,,160,Short Term
"289-8009",7R : Rural Local,"32.630666, -83.400040",2019,100,Estimated,,,,,0.1583,0.8,270,Short Term
"289-8014",7R : Rural Local,"32.850558, -83.427271",2019,20,Estimated,,,,,,,30,Short Term
"289-8015",7R : Rural Local,"32.858488, -83.453995",2019,110,Estimated,14,4,0.109,0.039,0.1448,0.8,140,Short Term
"289-8016",6R : Rural Minor Collector,"32.645987, -83.288068",2019,90,Estimated,,,,,,,110,Short Term
"289-8017",6R : Rural Minor Collector,"32.634214, -83.299414",2019,100,Estimated,12,2,0.114,0.018,0.1274,0.8,130,Short Term
"289-r201",1R : Rural Principal Arterial - Interstate,"32.722780, -83.533684",2019,1300,Actual,,,,,0.087,1,1640,Short Term
"289-r202",1R : Rural Principal Arterial - Interstate,"32.718573, -83.530111",2019,330,Actual,,,,,0.0816,1,420,Short Term
"289-r207",1R : Rural Principal Arterial - Interstate,"32.659603, -83.450789",2019,490,Actual,,,,,0.0993,1,620,Short Term
"289-r208",1R : Rural Principal Arterial - Interstate,"32.656435, -83.447088",2019,340,Actual,,,,,0.0987,1,430,Short Term
"289-r213",1R : Rural Principal Arterial - Interstate,"32.624078, -83.372294",2019,1280,Estimated,,,,,0.0986,1,1610,Short Term
"289-r214",1R : Rural Principal Arterial - Interstate,"32.622210, -83.368147",2019,920,Estimated,,,,,0.0811,1,1150,Short Term
"289-r217",1R : Rural Principal Arterial - Interstate,"32.599299, -83.316118",2019,240,Estimated,,,,,0.1346,1,310,Short Term
"289-r218",1R : Rural Principal Arterial - Interstate,"32.596471, -83.312484",2019,1820,Estimated,,,,,0.0691,1,3280,Short Term
"289-r801",1R : Rural Principal Arterial - Interstate,"32.718200, -83.528782",2019,320,Actual,,,,,0.1003,1,400,Short Term
"289-r802",1R : Rural Principal Arterial - Interstate,"32.723692, -83.533619",2019,1420,Actual,,,,,0.1183,1,1790,Short Term
"289-r807",1R : Rural Principal Arterial - Interstate,"32.656400, -83.443949",2019,200,Actual,,,,,0.0892,1,260,Short Term
"289-r808",1R : Rural Principal Arterial - Interstate,"32.660291, -83.451009",2019,670,Actual,,,,,0.1122,1,850,Short Term
"289-r813",1R : Rural Principal Arterial - Interstate,"32.623608, -83.367752",2019,930,Estimated,,,,,0.088,1,1170,Short Term
"289-r814",1R : Rural Principal Arterial - Interstate,"32.625255, -83.371771",2019,1150,Estimated,,,,,0.0988,1,1440,Short Term
"289-r817",1R : Rural Principal Arterial - Interstate,"32.597321, -83.308935",2019,1840,Estimated,,,,,0.0769,1,3170,Short Term
"289-r818",1R : Rural Principal Arterial - Interstate,"32.599900, -83.313217",2019,260,Estimated,,,,,0.1223,1,320,Short Term
"291-0101",5R : Rural Major Collector,"34.850789, -84.095416",2019,790,Actual,50,14,0.382,0,0.173,0.57,990,Short Term
"291-0105",5R : Rural Major Collector,"34.840118, -84.047247",2019,2990,Estimated,,,,,,,3770,Short Term
"291-0107",5R : Rural Major Collector,"34.856369, -83.981660",2019,6780,Estimated,327,55,0.265,0.059,0.0897,0.56,12400,Short Term
"291-0109",5R : Rural Major Collector,"34.870573, -83.965793",2019,4250,Actual,,,,,0.091,0.51,5360,Short Term
"291-0112",3R : Rural Principal Arterial - Other,"34.876860, -83.961103",2019,22100,Actual,842,298,0.344,0.086,0.093,0.53,31600,Short Term
"291-0114",3R : Rural Principal Arterial - Other,"34.879545, -83.956998",2019,20700,Estimated,,,,,0.0893,0.52,26100,Short Term
"291-0115",3R : Rural Principal Arterial - Other,"34.876310, -83.958210",2019,7100,Actual,601,57,0.718,0.028,0.0906,0.8,8950,Short Term
"291-0116",3R : Rural Principal Arterial - Other,"34.900285, -83.919834",2019,12400,Actual,804,211,0.631,0.154,0.0916,0.58,20200,Short Term
"291-0118",5R : Rural Major Collector,"34.817779, -83.906952",2019,390,Estimated,14,3,0.254,,0.117,0.61,630,Short Term
"291-0121",3R : Rural Principal Arterial - Other,"34.749317, -83.920840",2019,2610,Actual,187,132,0.345,0.345,0.085,0.53,3880,Short Term
"291-0122",7R : Rural Local,"34.877963, -83.960452",2019,3280,Estimated,,,,,,,4140,Short Term
"291-0123",3R : Rural Principal Arterial - Other,"34.785200, -83.906800",2019,3550,Estimated,239,149,0.581,0.377,0.0891,0.59,6920,Short Term
"291-0125",3R : Rural Principal Arterial - Other,"34.812264, -83.901129",2019,5590,Estimated,344,161,0.479,0.184,0.0861,0.53,8080,Short Term
"291-0129",3R : Rural Principal Arterial - Other,"34.857602, -83.948971",2019,9190,Actual,518,164,0.414,0.087,0.0849,0.58,13400,Short Term
"291-0132",3R : Rural Principal Arterial - Other,"34.874543, -83.957470",2019,11200,Estimated,553,93,0.423,0.037,0.0867,0.53,15400,Short Term
"291-0133",3R : Rural Principal Arterial - Other,"34.875742, -83.958388",2019,3680,Actual,,,,,0.0983,1,5430,Short Term
"291-0134",3R : Rural Principal Arterial - Other,"34.874443, -83.961427",2019,9210,Estimated,372,57,0.503,0.022,0.1076,0.56,11800,Short Term
"291-0137",3R : Rural Principal Arterial - Other,"34.875950, -83.968826",2019,13800,Estimated,722,227,0.506,0.112,0.0866,0.52,21100,Short Term
"291-0138",3R : Rural Principal Arterial - Other,"34.887210, -83.987570",2019,13000,Estimated,,,,,,,16900,CCS
"291-0141",3R : Rural Principal Arterial - Other,"34.938080, -84.035783",2019,8360,Actual,1159,208,0.849,0.132,0.09,0.58,21700,Short Term
"291-0143",3R : Rural Principal Arterial - Other,"34.972882, -84.063843",2019,6000,Estimated,335,137,0.48,0.154,0.088,0.5,9130,Short Term
"291-0145",5R : Rural Major Collector,"34.685109, -84.019975",2019,710,Estimated,,,,,0.1084,0.55,900,Short Term
"291-0149",5R : Rural Major Collector,"34.702230, -84.053843",2019,480,Actual,42,8,0.418,0,0.119,0.61,600,Short Term
"291-0152",5R : Rural Major Collector,"34.725709, -84.080725",2019,430,Actual,,,,,0.1076,0.54,540,Short Term
"291-0154",5R : Rural Major Collector,"34.699783, -84.012532",2019,650,Actual,,,,,0.1187,0.57,820,Short Term
"291-0156",5R : Rural Major Collector,"34.723308, -83.983482",2019,460,Actual,,,,,0.1241,0.54,580,Short Term
"291-0158",5R : Rural Major Collector,"34.757104, -83.968119",2019,260,Actual,15,2,0.763,0,0.1221,0.53,330,Short Term
"291-0161",5R : Rural Major Collector,"34.772095, -83.914684",2019,360,Actual,,,,,0.1337,0.65,460,Short Term
"291-0163",5R : Rural Major Collector,"34.795123, -83.885093",2019,1920,Actual,125,27,0.937,0.573,0.1291,0.56,3070,Short Term
"291-0165",5R : Rural Major Collector,"34.810134, -83.848704",2019,490,Actual,,,,,0.129,0.53,620,Short Term
"291-0166",5R : Rural Major Collector,"34.858627, -84.094429",2019,940,Estimated,71,10,0.745,,0.0936,0.56,1560,Short Term
"291-0167",5R : Rural Major Collector,"34.883651, -84.076601",2019,2980,Actual,203,43,0.603,0.101,0.1012,0.64,4530,Short Term
"291-0169",5R : Rural Major Collector,"34.920145, -84.108991",2019,1160,Actual,,,,,0.0951,0.56,1860,Short Term
"291-0172",5R : Rural Major Collector,"34.957061, -84.082288",2019,2350,Actual,151,54,0.51,0.255,0.0944,0.59,3320,Short Term
"291-0174",5R : Rural Major Collector,"34.761157, -83.867655",2019,380,Actual,,,,,0.1136,0.6,480,Short Term
"291-0176",5R : Rural Major Collector,"34.774772, -83.880684",2019,880,Actual,53,12,1.138,0.569,0.1854,0.55,1330,Short Term
"291-0178",5R : Rural Major Collector,"34.820214, -84.108194",2019,1060,Actual,66,11,0.757,0.095,0.1031,0.56,1330,Short Term
"291-0181",5R : Rural Major Collector,"34.950139, -84.144677",2019,1000,Estimated,,,,,,,1260,Short Term
"291-0182",5R : Rural Major Collector,"34.952723, -84.113812",2019,1470,Actual,93,46,0.816,0.612,0.1041,0.64,2230,Short Term
"291-0183",5R : Rural Major Collector,"34.927264, -83.996814",2019,1580,Actual,86,12,0.38,0,0.1019,0.68,1990,Short Term
"291-0185",5R : Rural Major Collector,"34.958786, -83.973615",2019,550,Estimated,,,,,,,700,Short Term
"291-0187",5R : Rural Major Collector,"34.855244, -83.901981",2019,520,Estimated,19,10,0.387,0.193,0.1296,0.54,970,Short Term
"291-0189",5R : Rural Major Collector,"34.891542, -83.870816",2019,960,Actual,,,,,0.1104,0.62,1350,Short Term
"291-0192",5R : Rural Major Collector,"34.815361, -83.863232",2019,770,Estimated,,,,,,,970,Short Term
"291-0194",5R : Rural Major Collector,"34.836416, -83.887799",2019,1440,Estimated,73,17,0.486,0.208,0.0951,0.55,2060,Short Term
"291-0196",5R : Rural Major Collector,"34.845289, -83.931784",2019,2570,Actual,131,27,0.585,0.078,0.0982,0.54,3230,Short Term
"291-0198",5R : Rural Major Collector,"34.881381, -83.962385",2019,7160,Estimated,,,,,,,9020,Short Term
"291-0199",5R : Rural Major Collector,"34.877512, -83.959357",2019,8910,Estimated,272,18,0.269,0.011,0.0943,0.53,12000,Short Term
"291-0201",5R : Rural Major Collector,"34.882491, -83.975408",2019,5140,Actual,,,,,0.103,0.74,6480,Short Term
"291-0203",6R : Rural Minor Collector,"34.887826, -84.014785",2019,2070,Estimated,,,,,,,2610,Short Term
"291-0209",5R : Rural Major Collector,"34.878845, -83.955523",2019,4210,Estimated,140,11,0.523,0.071,0.1229,0.58,5300,Short Term
"291-0212",5R : Rural Major Collector,"34.833941, -83.992018",2019,1310,Actual,48,17,0.306,0.153,0.1363,0.53,1650,Short Term
"291-0214",5R : Rural Major Collector,"34.820469, -83.968767",2019,790,Estimated,46,11,0.762,0.127,0.108,0.53,1190,Short Term
"291-0216",5R : Rural Major Collector,"34.811639, -83.910004",2019,380,Estimated,19,2,0.798,0.266,0.1064,0.6,740,Short Term
"291-0223",3R : Rural Principal Arterial - Other,"34.877707, -84.096863",2019,8570,Estimated,692,297,0.421,0.156,0.0821,0.55,10800,Short Term
"291-0225",3R : Rural Principal Arterial - Other,"34.864748, -84.028686",2019,11200,Actual,1014,329,0.597,0.303,0.0935,0.58,19400,Short Term
"291-0227",3R : Rural Principal Arterial - Other,"34.867819, -83.982122",2019,17500,Estimated,977,336,0.464,0.153,0.0855,0.56,22900,Short Term
"291-8001",6R : Rural Minor Collector,"34.895900, -83.962778",2019,110,Actual,,,,,0.1362,0.5,140,Short Term
"291-8003",7R : Rural Local,"34.813139, -83.883209",2019,180,Estimated,,,,,,,390,Short Term
"291-8015",7R : Rural Local,"34.752729, -83.917979",2019,160,Estimated,,,,,,,220,Short Term
"291-8022",6R : Rural Minor Collector,"34.843285, -83.876062",2019,740,Actual,43,9,0.816,0.136,0.102,0.52,1270,Short Term
"291-8023",6R : Rural Minor Collector,"34.882376, -83.953277",2019,60,Estimated,,,,,,,70,Short Term
"291-8024",7R : Rural Local,"34.887888, -83.943386",2019,520,Estimated,9,,,,0.1622,0.61,1330,Short Term
"291-8025",6R : Rural Minor Collector,"34.867051, -84.008706",2019,2700,Actual,139,27,0.481,0.074,0.0922,0.56,5200,Short Term
"291-8026",7R : Rural Local,"34.840773, -83.993303",2019,230,Estimated,,,,,,,320,Short Term
"291-8027",7R : Rural Local,"34.842166, -83.935278",2019,510,Estimated,40,5,0.787,,0.1063,0.59,640,Short Term
"291-8028",7R : Rural Local,"34.825722, -83.925392",2019,480,Actual,13,1,0.207,0,0.1141,0.8,780,Short Term
"291-8030",7R : Rural Local,"34.854338, -83.932634",2019,310,Estimated,23,5,0.977,0.326,0.114,0.69,390,Short Term
"291-8031",7R : Rural Local,"34.936440, -84.007755",2019,2620,Estimated,,,,,,,3530,Short Term
"291-8032",7R : Rural Local,"34.935799, -83.980830",2019,80,Actual,4,0,0,0,0.1579,0.58,100,Short Term
"291-8033",7R : Rural Local,"34.810013, -83.874186",2019,90,Estimated,3,,,,0.1529,0.77,110,Short Term
"291-8034",7R : Rural Local,"34.824056, -83.857896",2019,50,Actual,4,0,0,2.041,0.1633,0.75,60,Short Term
"291-8035",7R : Rural Local,"34.797300, -83.854971",2019,10,Actual,0,0,0,0,0.2,0.5,20,Short Term
"291-8036",7R : Rural Local,"34.798667, -83.852052",2019,190,Estimated,10,1,,,0.1495,0.55,240,Short Term
"291-8037",7R : Rural Local,"34.819850, -83.986538",2019,150,Estimated,,,,,,,210,Short Term
"291-8038",7R : Rural Local,"34.758359, -83.873156",2019,60,Estimated,3,,1.667,,0.15,0.56,80,Short Term
"291-8039",7R : Rural Local,"34.867903, -84.080988",2019,310,Actual,17,2,0.649,0,0.1299,0.5,760,Short Term
"291-8040",7R : Rural Local,"34.824554, -83.996777",2019,750,Estimated,,,,,,,1020,Short Term
"291-8041",7R : Rural Local,"34.793435, -83.911887",2019,120,Actual,16,1,1.626,0,0.1382,0.53,160,Short Term
"291-8042",7R : Rural Local,"34.710788, -84.072223",2019,120,Estimated,14,4,0.847,0.847,0.1271,0.6,150,Short Term
"291-8043",7R : Rural Local,"34.791064, -83.890499",2019,470,Estimated,,,,,,,610,Short Term
"291-8045",7R : Rural Local,"34.976540, -84.095973",2019,160,Actual,7,4,0,1.274,0.1146,0.61,430,Short Term
"291-8046",7R : Rural Local,"34.979691, -84.093202",2019,370,Actual,24,2,0.811,0,0.0865,0.56,950,Short Term
"291-8049",6R : Rural Minor Collector,"34.943816, -84.017208",2019,460,Actual,23,8,0,0,0.0923,0.55,830,Short Term
"291-8050",7R : Rural Local,"34.724494, -84.083844",2019,40,Actual,5,0,2.326,0,0.1628,0.57,90,Short Term
"291-8051",7R : Rural Local,"34.766566, -83.921071",2019,380,Actual,28,6,1.575,0,0.1444,0.53,830,Short Term
"291-8052",7R : Rural Local,"34.765220, -83.883661",2019,90,Estimated,1,,,,0.125,0.73,110,Short Term
"291-8053",7R : Rural Local,"34.704527, -84.071054",2019,40,Estimated,,,,,,,50,Short Term
"291-8054",7R : Rural Local,"34.803738, -83.892899",2019,110,Actual,8,0,0.877,0,0.158,0.63,140,Short Term
"291-8055",7R : Rural Local,"34.798908, -83.863147",2019,90,Estimated,10,,,,0.1505,0.64,120,Short Term
"291-8056",7R : Rural Local,"34.769628, -83.885513",2019,130,Estimated,,,,,,,190,Short Term
"291-8057",7R : Rural Local,"34.693385, -84.070511",2019,20,Actual,1,0,1.053,0,0.155,0.57,20,Short Term
"291-8058",7R : Rural Local,"34.797633, -83.891921",2019,180,Estimated,,,,,,,270,Short Term
"293-0005",3R : Rural Principal Arterial - Other,"32.733645, -84.223383",2019,3450,Estimated,,,,,0.081,0.52,4350,Short Term
"293-0007",3R : Rural Principal Arterial - Other,"32.764629, -84.244869",2019,3070,Actual,194,566,0.716,0.976,0.082,0.54,3870,Short Term
"293-0009",3R : Rural Principal Arterial - Other,"32.814277, -84.286940",2019,2840,Estimated,139,472,0.326,1.015,0.0838,0.52,5220,Short Term
"293-0011",4U : Urban Minor Arterial,"32.841135, -84.316010",2019,890,Actual,,,,,0.1029,0.56,1120,Short Term
"293-0012",3U : Urban Principal Arterial - Other,"32.850314, -84.315933",2019,3530,Actual,252,468,0.766,0.652,0.0848,0.58,5220,Short Term
"293-0013",3U : Urban Principal Arterial - Other,"32.866088, -84.320992",2019,5820,Estimated,536,534,0.87,0.358,0.0847,0.51,7330,Short Term
"293-0015",3U : Urban Principal Arterial - Other,"32.877434, -84.325631",2019,4520,Actual,279,299,0.486,0.199,0.084,0.8,5700,Short Term
"293-0017",3U : Urban Principal Arterial - Other,"32.884703, -84.326190",2019,6210,Estimated,300,310,0.384,0.32,0.0834,0.54,7820,Short Term
"293-0019",3U : Urban Principal Arterial - Other,"32.886821, -84.326207",2019,6470,Actual,304,224,0.325,0.124,0.0833,0.8,8150,Short Term
"293-0021",3U : Urban Principal Arterial - Other,"32.891486, -84.326193",2019,11600,Estimated,337,150,0.275,0.103,0.0938,0.51,14600,Short Term
"293-0025",3U : Urban Principal Arterial - Other,"32.896511, -84.327262",2019,11500,Actual,331,153,0.27,0.104,0.0916,0.8,15000,Short Term
"293-0027",3U : Urban Principal Arterial - Other,"32.903833, -84.329626",2019,19500,Estimated,845,273,0.315,0.107,0.0878,0.56,27100,Short Term
"293-0031",3U : Urban Principal Arterial - Other,"32.915961, -84.332565",2019,22200,Actual,868,291,0.243,0.063,0.0866,0.5,33000,Short Term
"293-0033",3U : Urban Principal Arterial - Other,"32.939552, -84.333937",2019,12900,Estimated,916,278,0.478,0.085,0.0925,0.5,16200,Short Term
"293-0035",3U : Urban Principal Arterial - Other,"32.965536, -84.329737",2019,9810,Estimated,,,,,,,16500,Short Term
"293-0037",3R : Rural Principal Arterial - Other,"32.985390, -84.317649",2019,9020,Estimated,467,273,0.411,0.16,0.0936,0.54,11400,Short Term
"293-0039",3U : Urban Principal Arterial - Other,"32.878604, -84.327031",2019,4770,Actual,286,321,0.44,0.293,0.0844,0.67,6940,Short Term
"293-0043",3U : Urban Principal Arterial - Other,"32.885788, -84.327154",2019,6170,Actual,282,257,0.324,0.227,0.0934,0.8,7770,Short Term
"293-0045",3U : Urban Principal Arterial - Other,"32.886637, -84.327177",2019,6190,Estimated,266,285,0.289,0.193,0.0943,0.62,8390,Short Term
"293-0049",3U : Urban Principal Arterial - Other,"32.892163, -84.327232",2019,9690,Actual,268,141,0.258,0.062,0.0979,0.8,12200,Short Term
"293-0057",4R : Rural Minor Arterial,"32.739241, -84.213331",2019,1440,Actual,119,221,0.764,1.112,0.1084,0.51,1810,Short Term
"293-0059",4R : Rural Minor Arterial,"32.752543, -84.180464",2019,1780,Estimated,,,,,0.0876,0.6,2240,Short Term
"293-0061",3U : Urban Principal Arterial - Other,"32.847855, -84.417295",2019,1180,Actual,99,64,0.932,0.085,0.0864,0.6,1500,Short Term
"293-0065",3U : Urban Principal Arterial - Other,"32.876586, -84.347855",2019,2650,Estimated,144,84,0.375,0.038,0.0893,0.53,3510,Short Term
"293-0067",3U : Urban Principal Arterial - Other,"32.877993, -84.335735",2019,4610,Actual,245,92,0.369,0.065,0.0902,0.59,6420,Short Term
"293-0069",3U : Urban Principal Arterial - Other,"32.882566, -84.330556",2019,4860,Estimated,258,62,0.449,0.061,0.0917,0.56,6130,Short Term
"293-0071",3U : Urban Principal Arterial - Other,"32.886013, -84.328091",2019,3740,Actual,150,61,0.268,0.054,0.0923,0.64,5060,Short Term
"293-0073",4U : Urban Minor Arterial,"32.887368, -84.328046",2019,4580,Estimated,,,,,,,5770,Short Term
"293-0075",3U : Urban Principal Arterial - Other,"32.887980, -84.327655",2019,3880,Estimated,179,156,0.307,0.358,0.0973,0.56,5490,Short Term
"293-0077",3U : Urban Principal Arterial - Other,"32.887996, -84.324874",2019,4720,Actual,300,113,0.593,0.148,0.0995,0.8,5950,Short Term
"293-0083",3U : Urban Principal Arterial - Other,"32.891497, -84.319179",2019,6550,Actual,241,340,0.29,0.305,0.1015,0.5,8250,Short Term
"293-0087",3U : Urban Principal Arterial - Other,"32.901652, -84.305478",2019,4910,Estimated,225,274,0.405,0.101,0.0904,0.52,6190,Short Term
"293-0089",4U : Urban Minor Arterial,"32.927817, -84.277253",2019,5270,Actual,308,501,0.627,0.418,0.1018,0.52,6940,Short Term
"293-0093",4R : Rural Minor Arterial,"32.967397, -84.217356",2019,5750,Estimated,315,566,0.574,0.305,0.0903,0.6,8460,Short Term
"293-0095",6R : Rural Minor Collector,"32.878120, -84.434022",2019,250,Estimated,,,,,0.1332,0.54,310,Short Term
"293-0097",6R : Rural Minor Collector,"32.919002, -84.458403",2019,270,Estimated,,,,,,,340,Short Term
"293-0101",3U : Urban Principal Arterial - Other,"32.887517, -84.323608",2019,6000,Estimated,225,102,0.182,0.066,0.0842,0.79,7550,Short Term
"293-0103",3U : Urban Principal Arterial - Other,"32.892669, -84.345820",2019,2620,Actual,153,181,0.572,0.457,0.1273,0.87,3310,Short Term
"293-0105",3U : Urban Principal Arterial - Other,"32.887214, -84.333125",2019,5040,Estimated,206,121,0.256,0.099,0.0867,0.71,6350,Short Term
"293-0106",3U : Urban Principal Arterial - Other,"32.887186, -84.327389",2019,4760,Estimated,250,70,0.251,0.084,0.0929,0.8,6000,Short Term
"293-0108",3U : Urban Principal Arterial - Other,"32.887190, -84.324802",2019,4360,Actual,241,314,0.573,0.321,0.1227,0.8,7360,Short Term
"293-0109",4R : Rural Minor Arterial,"32.963031, -84.469873",2019,3930,Estimated,,,,,0.0881,0.53,5480,Short Term
"293-0113",4R : Rural Minor Arterial,"32.918903, -84.434598",2019,2740,Actual,,,,,0.091,0.51,3450,Short Term
"293-0115",4R : Rural Minor Arterial,"32.898051, -84.403606",2019,4170,Estimated,,,,,0.0956,0.53,5250,Short Term
"293-0117",4R : Rural Minor Arterial,"32.906384, -84.370970",2019,4550,Actual,212,314,0.285,0.373,0.0968,0.59,5740,Short Term
"293-0119",3U : Urban Principal Arterial - Other,"32.898283, -84.352007",2019,4200,Estimated,247,375,0.567,0.662,0.1111,0.62,5440,Short Term
"293-0121",3U : Urban Principal Arterial - Other,"32.888024, -84.306794",2019,5760,Actual,382,139,1.544,0.226,0.1626,0.52,7260,Short Term
"293-0125",3U : Urban Principal Arterial - Other,"32.894170, -84.289912",2019,2970,Estimated,215,117,1.003,0.1,0.0976,0.57,4470,Short Term
"293-0127",4U : Urban Minor Arterial,"32.895924, -84.346368",2019,2750,Estimated,,,,,0.1124,0.55,4630,Short Term
"293-0129",4U : Urban Minor Arterial,"32.892896, -84.335511",2019,4670,Actual,,,,,0.0987,0.75,6400,Short Term
"293-0131",4U : Urban Minor Arterial,"32.889912, -84.332819",2019,3150,Estimated,,,,,0.1027,0.73,3970,Short Term
"293-0133",4U : Urban Minor Arterial,"32.917345, -84.253138",2019,2580,Actual,208,206,1.008,0.582,0.0981,0.51,3250,Short Term
"293-0135",4R : Rural Minor Arterial,"32.912420, -84.162539",2019,2660,Estimated,,,,,0.0835,0.51,3350,Short Term
"293-0141",4R : Rural Minor Arterial,"32.916092, -84.129520",2019,1880,Actual,,,,,0.0938,0.56,2380,Short Term
"293-0143",5R : Rural Major Collector,"32.969486, -84.372880",2019,1180,Estimated,,,,,0.0988,0.56,1490,Short Term
"293-0145",6U : Urban Minor Collector,"32.953008, -84.354095",2019,1760,Estimated,,,,,0.0993,0.6,2420,Short Term
"293-0146",6U : Urban Minor Collector,"32.942261, -84.358288",2019,750,Estimated,,,,,,,940,Short Term
"293-0147",4U : Urban Minor Arterial,"32.919858, -84.347173",2019,2430,Actual,86,4,0.412,0.082,0.1199,0.67,3070,Short Term
"293-0151",5R : Rural Major Collector,"32.988737, -84.408582",2019,360,Actual,33,0,0.549,0,0.1236,0.53,460,Short Term
"293-0153",5R : Rural Major Collector,"32.777454, -84.165807",2019,220,Estimated,,,,,,,270,Short Term
"293-0156",5R : Rural Major Collector,"32.847633, -84.150297",2019,170,Actual,26,17,1.734,2.312,0.1272,0.55,220,Short Term
"293-0157",5R : Rural Major Collector,"32.917885, -84.129381",2019,460,Estimated,,,,,0.1074,0.55,730,Short Term
"293-0159",4U : Urban Minor Arterial,"32.850972, -84.255918",2019,410,Actual,33,14,0.493,0.246,0.1158,0.62,680,Short Term
"293-0161",5R : Rural Major Collector,"32.813537, -84.220523",2019,200,Estimated,,,,,,,290,Short Term
"293-0165",5R : Rural Major Collector,"32.885453, -84.167302",2019,360,Estimated,26,20,1.036,0.777,0.1269,0.53,490,Short Term
"293-0167",5R : Rural Major Collector,"32.902963, -84.144301",2019,560,Actual,,,,,0.088,0.58,700,Short Term
"293-0169",5R : Rural Major Collector,"32.918452, -84.142938",2019,870,Actual,,,,,0.1068,0.58,1100,Short Term
"293-0171",5R : Rural Major Collector,"32.941732, -84.142472",2019,890,Estimated,,,,,0.0943,0.65,1120,Short Term
"293-0173",5R : Rural Major Collector,"32.981651, -84.152017",2019,1010,Actual,,,,,0.1019,0.61,1270,Short Term
"293-0175",5R : Rural Major Collector,"32.947522, -84.397178",2019,2030,Estimated,,,,,,,2560,Short Term
"293-0177",4U : Urban Minor Arterial,"32.937575, -84.376585",2019,3280,Actual,125,37,0.335,0.152,0.1131,0.59,4130,Short Term
"293-0179",6U : Urban Minor Collector,"32.950681, -84.296552",2019,3600,Actual,184,36,0.722,0,0.1039,0.55,4540,Short Term
"293-0183",6R : Rural Minor Collector,"32.942598, -84.237196",2019,210,Estimated,,,,,,,260,Short Term
"293-0185",6R : Rural Minor Collector,"32.978783, -84.239591",2019,280,Actual,12,3,0,0.353,0.1343,0.5,360,Short Term
"293-0187",6R : Rural Minor Collector,"32.989449, -84.297932",2019,560,Estimated,33,4,0.536,,0.1214,0.53,710,Short Term
"293-0189",4U : Urban Minor Arterial,"32.915122, -84.321591",2019,1780,Actual,,,,,0.1037,0.57,2240,Short Term
"293-0193",4U : Urban Minor Arterial,"32.897294, -84.338837",2019,2790,Estimated,56,10,0.071,0.036,0.1062,0.64,3510,Short Term
"293-0205",4U : Urban Minor Arterial,"32.925788, -84.305278",2019,3960,Actual,251,35,0.832,0.025,0.1241,0.68,5200,Short Term
"293-0207",6U : Urban Minor Collector,"32.869612, -84.256442",2019,480,Estimated,,,,,,,600,Short Term
"293-0209",4U : Urban Minor Arterial,"32.881540, -84.314679",2019,460,Estimated,,,,,0.1478,0.62,700,Short Term
"293-0211",3R : Rural Principal Arterial - Other,"32.902970, -84.327950",2019,2340,Actual,,,,,0.0951,0.51,2940,Short Term
"293-0213",6U : Urban Minor Collector,"32.940242, -84.319255",2019,620,Estimated,,,,,,,780,Short Term
"293-0215",4U : Urban Minor Arterial,"32.880551, -84.319968",2019,1290,Estimated,,,,,0.1057,0.53,1620,Short Term
"293-0217",4U : Urban Minor Arterial,"32.867203, -84.306990",2019,810,Actual,,,,,0.1003,0.54,1020,Short Term
"293-0219",3R : Rural Principal Arterial - Other,"32.885154, -84.321853",2019,4950,Estimated,,,,,,,7420,Short Term
"293-0221",4U : Urban Minor Arterial,"32.934895, -84.345971",2019,3390,Estimated,,,,,0.1013,0.57,4270,Short Term
"293-0223",4U : Urban Minor Arterial,"32.934075, -84.290516",2019,780,Actual,,,,,0.1127,0.57,990,Short Term
"293-0227",6U : Urban Minor Collector,"32.901034, -84.331596",2019,3840,Estimated,,,,,,,4840,Short Term
"293-0229",6U : Urban Minor Collector,"32.904713, -84.337631",2019,210,Estimated,,,,,0.1059,0.59,260,Short Term
"293-0231",6U : Urban Minor Collector,"32.902853, -84.331502",2019,2590,Estimated,,,,,,,3420,Short Term
"293-0233",6U : Urban Minor Collector,"32.904376, -84.333006",2019,280,Actual,,,,,0.133,0.66,390,Short Term
"293-0235",4U : Urban Minor Arterial,"32.890698, -84.323530",2019,2740,Estimated,,,,,0.107,0.56,3560,Short Term
